SecurityId;SentTimestamp;ExecutedTimestamp;ExecPrice;Qty;Side;Type
FutureA;1544196799815831127;1544196799815831127;10848.500000;1.000000;SELL;Market
FutureB;1544196829078936366;1544196829078936366;10851.000000;1.000000;BUY;Market
FutureA;1544196829078936366;1544196829078936366;10851.500000;1.000000;SELL;Market
FutureB;1544197385188931453;1544197385188931453;10852.000000;1.000000;SELL;Market
FutureA;1544197385188931453;1544197385188931453;10851.500000;1.000000;BUY;Market
FutureB;1544197438759838459;1544197438759838459;10851.000000;1.000000;SELL;Market
FutureA;1544197438759838459;1544197438759838459;10850.000000;1.000000;BUY;Market
FutureB;1544198041168944198;1544198041168944198;10847.000000;1.000000;BUY;Market
FutureA;1544198041168944198;1544198041168944198;10847.500000;1.000000;SELL;Market
FutureA;1544198051052410144;1544198051052410144;10849.500000;1.000000;BUY;Market
FutureB;1544198051052410144;1544198051052410144;10850.000000;1.000000;SELL;Market
FutureB;1544198051052499758;1544198051052499758;10849.000000;1.000000;SELL;Market
FutureA;1544198051052499758;1544198051052499758;10848.500000;1.000000;BUY;Market
FutureB;1544198156982536079;1544198156982536079;10850.000000;1.000000;SELL;Market
FutureA;1544198156982536079;1544198156982536079;10849.500000;1.000000;BUY;Market
FutureB;1544198255035742337;1544198255035742337;10851.000000;1.000000;BUY;Market
FutureA;1544198255035742337;1544198255035742337;10851.500000;1.000000;SELL;Market
FutureA;1544198541561627316;1544198541561627316;10827.500000;1.000000;SELL;Market
FutureB;1544198541561627316;1544198541561627316;10828.000000;1.000000;BUY;Market
FutureB;1544198553037281787;1544198553037281787;10831.000000;1.000000;SELL;Market
FutureA;1544198553037281787;1544198553037281787;10830.000000;1.000000;BUY;Market
FutureB;1544198654417489606;1544198654417489606;10826.000000;1.000000;SELL;Market
FutureA;1544198654417489606;1544198654417489606;10825.500000;1.000000;BUY;Market
FutureB;1544198749663552899;1544198749663552899;10813.000000;1.000000;BUY;Market
FutureA;1544198749663552899;1544198749663552899;10813.500000;1.000000;SELL;Market
FutureB;1544198752335372224;1544198752335372224;10813.000000;1.000000;SELL;Market
